codprov,coddepto,codmuni,nomprov,nommuni,nomdepto
1,1,1,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 1
1,2,2,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 2
1,3,3,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 3
1,4,4,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 4
1,5,5,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 5
1,6,6,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 6
1,7,7,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 7
1,8,8,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 8
1,9,9,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 9
1,10,10,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 10
1,11,11,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 11
1,12,12,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 12
1,13,13,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 13
1,14,14,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 14
1,15,15,CIUDAD AUTONOMA DE BS.AS.,,COMUNA 15
2,1,1,BUENOS AIRES,ADOLFO ALSINA,ADOLFO ALSINA
2,2,2,BUENOS AIRES,ALBERTI,ALBERTI
2,3,3,BUENOS AIRES,ALMIRANTE BROWN,ALMIRANTE BROWN
2,4,4,BUENOS AIRES,AVELLANEDA,AVELLANEDA
2,5,5,BUENOS AIRES,AYACUCHO,AYACUCHO
2,6,6,BUENOS AIRES,AZUL,AZUL
2,7,7,BUENOS AIRES,BAHIA BLANCA,BAHIA BLANCA
2,8,8,BUENOS AIRES,BALCARCE,BALCARCE
2,9,9,BUENOS AIRES,BARADERO,BARADERO
2,10,10,BUENOS AIRES,ARRECIFES,ARRECIFES
2,11,11,BUENOS AIRES,BERAZATEGUI,BERAZATEGUI
2,12,12,BUENOS AIRES,BERISSO,BERISSO
2,13,13,BUENOS AIRES,BOLIVAR,BOLIVAR
2,14,14,BUENOS AIRES,BRAGADO,BRAGADO
2,15,15,BUENOS AIRES,BRANDSEN,BRANDSEN
2,16,16,BUENOS AIRES,CAMPANA,CAMPANA
2,17,17,BUENOS AIRES,CAñUELAS,CAñUELAS
2,18,18,BUENOS AIRES,CAPITAN SARMIENTO,CAPITAN SARMIENTO
2,19,19,BUENOS AIRES,CARLOS CASARES,CARLOS CASARES
2,20,20,BUENOS AIRES,CARLOS TEJEDOR,CARLOS TEJEDOR
2,21,21,BUENOS AIRES,CARMEN DE ARECO,CARMEN DE ARECO
2,22,22,BUENOS AIRES,PATAGONES,PATAGONES
2,23,23,BUENOS AIRES,CASTELLI,CASTELLI
2,24,24,BUENOS AIRES,COLON,COLON
2,25,25,BUENOS AIRES,CORONEL DORREGO,CORONEL DORREGO
2,26,26,BUENOS AIRES,CORONEL PRINGLES,CORONEL PRINGLES
2,27,27,BUENOS AIRES,CORONEL ROSALES,CORONEL ROSALES
2,28,28,BUENOS AIRES,CORONEL SUAREZ,CORONEL SUAREZ
2,29,29,BUENOS AIRES,CHACABUCO,CHACABUCO
2,30,30,BUENOS AIRES,CHASCOMUS,CHASCOMUS
2,31,31,BUENOS AIRES,CHIVILCOY,CHIVILCOY
2,32,32,BUENOS AIRES,DAIREAUX,DAIREAUX
2,33,33,BUENOS AIRES,DOLORES,DOLORES
2,34,34,BUENOS AIRES,ENSENADA,ENSENADA
2,35,35,BUENOS AIRES,ESCOBAR,ESCOBAR
2,36,36,BUENOS AIRES,ESTEBAN ECHEVERRIA,ESTEBAN ECHEVERRIA
2,37,37,BUENOS AIRES,EXALTACION DE LA CRUZ,EXALTACION DE LA CRUZ
2,38,38,BUENOS AIRES,FLORENCIO VARELA,FLORENCIO VARELA
2,39,39,BUENOS AIRES,GENERAL ALVARADO,GENERAL ALVARADO
2,40,40,BUENOS AIRES,GENERAL ALVEAR,GENERAL ALVEAR
2,41,41,BUENOS AIRES,GENERAL ARENALES,GENERAL ARENALES
2,42,42,BUENOS AIRES,GENERAL BELGRANO,GENERAL BELGRANO
2,43,43,BUENOS AIRES,GENERAL GUIDO,GENERAL GUIDO
2,44,44,BUENOS AIRES,GENERAL LA MADRID,GENERAL LAMADRID
2,45,45,BUENOS AIRES,GENERAL LAS HERAS,LAS HERAS
2,46,46,BUENOS AIRES,GENERAL LAVALLE,GENERAL LAVALLE
2,47,47,BUENOS AIRES,GENERAL MADARIAGA,GENERAL MADARIAGA
2,48,48,BUENOS AIRES,GENERAL PAZ,GENERAL PAZ
2,49,49,BUENOS AIRES,GENERAL PINTO,GENERAL PINTO
2,50,50,BUENOS AIRES,GENERAL PUEYRREDON,GENERAL PUEYRREDON
2,51,51,BUENOS AIRES,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ
2,52,52,BUENOS AIRES,GENERAL SAN MARTIN,GENERAL SAN MARTIN
2,53,53,BUENOS AIRES,SAN MIGUEL,SAN MIGUEL
2,54,54,BUENOS AIRES,GENERAL VIAMONTE,GENERAL VIAMONTE
2,55,55,BUENOS AIRES,GENERAL VILLEGAS,GENERAL VILLEGAS
2,56,56,BUENOS AIRES,ADOLFO GONZALES CHAVES,GONZALES CHAVES
2,57,57,BUENOS AIRES,GUAMINI,GUAMINI
2,58,58,BUENOS AIRES,HIPOLITO YRIGOYEN,HIPOLITO YRIGOYEN
2,59,59,BUENOS AIRES,BENITO JUAREZ,JUAREZ
2,60,60,BUENOS AIRES,JUNIN,JUNIN
2,61,61,BUENOS AIRES,LA MATANZA,MATANZA
2,62,62,BUENOS AIRES,LANUS,LANUS
2,63,63,BUENOS AIRES,LA PLATA,LA PLATA
2,64,64,BUENOS AIRES,LAPRIDA,LAPRIDA
2,65,65,BUENOS AIRES,LAS FLORES,LAS FLORES
2,66,66,BUENOS AIRES,LEANDRO N. ALEM,LEANDRO N. ALEM
2,67,67,BUENOS AIRES,LINCOLN,LINCOLN
2,68,68,BUENOS AIRES,LOBERIA,LOBERIA
2,69,69,BUENOS AIRES,LOBOS,LOBOS
2,70,70,BUENOS AIRES,LOMAS DE ZAMORA,LOMAS DE ZAMORA
2,71,71,BUENOS AIRES,LUJAN,LUJAN
2,72,72,BUENOS AIRES,MAGDALENA,MAGDALENA
2,73,73,BUENOS AIRES,MAIPU,MAIPU
2,74,74,BUENOS AIRES,MAR CHIQUITA,MAR CHIQUITA
2,75,75,BUENOS AIRES,MARCOS PAZ,MARCOS PAZ
2,76,76,BUENOS AIRES,MERCEDES,MERCEDES
2,77,77,BUENOS AIRES,MERLO,MERLO
2,78,78,BUENOS AIRES,MONTE,MONTE
2,79,79,BUENOS AIRES,MORENO,MORENO
2,80,80,BUENOS AIRES,MORON,MORON
2,81,81,BUENOS AIRES,NAVARRO,NAVARRO
2,82,82,BUENOS AIRES,NECOCHEA,NECOCHEA
2,83,83,BUENOS AIRES,9 DE JULIO,NUEVE DE JULIO
2,84,84,BUENOS AIRES,OLAVARRIA,OLAVARRIA
2,85,85,BUENOS AIRES,PEHUAJO,PEHUAJO
2,86,86,BUENOS AIRES,PELLEGRINI,PELLEGRINI
2,87,87,BUENOS AIRES,PERGAMINO,PERGAMINO
2,88,88,BUENOS AIRES,PILA,PILA
2,89,89,BUENOS AIRES,PILAR,PILAR
2,90,90,BUENOS AIRES,PINAMAR,PINAMAR
2,91,91,BUENOS AIRES,PUAN,PUAN
2,92,92,BUENOS AIRES,QUILMES,QUILMES
2,93,93,BUENOS AIRES,RAMALLO,RAMALLO
2,94,94,BUENOS AIRES,RAUCH,RAUCH
2,95,95,BUENOS AIRES,RIVADAVIA,RIVADAVIA
2,96,96,BUENOS AIRES,ROJAS,ROJAS
2,97,97,BUENOS AIRES,ROQUE PEREZ,ROQUE PEREZ
2,98,98,BUENOS AIRES,SAAVEDRA,SAAVEDRA
2,99,99,BUENOS AIRES,SALADILLO,SALADILLO
2,100,100,BUENOS AIRES,SALLIQUELO,SALLIQUELO
2,101,101,BUENOS AIRES,SALTO,SALTO
2,102,102,BUENOS AIRES,SAN ANDRES DE GILES,SAN ANDRES DE GILES
2,103,103,BUENOS AIRES,SAN ANTONIO DE ARECO,SAN ANTONIO DE ARECO
2,104,104,BUENOS AIRES,SAN CAYETANO,SAN CAYETANO
2,105,105,BUENOS AIRES,SAN FERNANDO,SAN FERNANDO
2,106,106,BUENOS AIRES,SAN ISIDRO,SAN ISIDRO
2,107,107,BUENOS AIRES,SAN NICOLAS,SAN NICOLAS
2,108,108,BUENOS AIRES,SAN PEDRO,SAN PEDRO
2,109,109,BUENOS AIRES,SAN VICENTE,SAN VICENTE
2,110,110,BUENOS AIRES,SUIPACHA,SUIPACHA
2,111,111,BUENOS AIRES,TANDIL,TANDIL
2,112,112,BUENOS AIRES,TAPALQUE,TAPALQUE
2,113,113,BUENOS AIRES,TIGRE,TIGRE
2,114,114,BUENOS AIRES,TORNQUIST,TORNQUIST
2,115,115,BUENOS AIRES,TRENQUE LAUQUEN,TRENQUE LAUQUEN
2,116,116,BUENOS AIRES,TORDILLO,TORDILLO
2,117,117,BUENOS AIRES,TRES ARROYOS,TRES ARROYOS
2,118,118,BUENOS AIRES,TRES DE FEBRERO,TRES DE FEBRERO
2,119,119,BUENOS AIRES,LA COSTA,LA COSTA
2,120,120,BUENOS AIRES,MONTE HERMOSO,MONTE HERMOSO
2,121,121,BUENOS AIRES,25 DE MAYO,VEINTICINCO DE MAYO
2,122,122,BUENOS AIRES,VICENTE LOPEZ,VICENTE LOPEZ
2,123,123,BUENOS AIRES,VILLA GESELL,VILLA GESELL
2,124,124,BUENOS AIRES,VILLARINO,VILLARINO
2,125,125,BUENOS AIRES,ZARATE,ZARATE
2,126,126,BUENOS AIRES,TRES LOMAS,TRES LOMAS
2,127,127,BUENOS AIRES,FLORENTINO AMEGHINO,F. AMEGHINO
2,128,128,BUENOS AIRES,PRESIDENTE PERON,PRESIDENTE PERON
2,129,129,BUENOS AIRES,JOSE C. PAZ,J. C. PAZ
2,130,130,BUENOS AIRES,MALVINAS ARGENTINAS,MALVINAS ARGENTINAS
2,131,131,BUENOS AIRES,PUNTA INDIO,PUNTA INDIO
2,132,132,BUENOS AIRES,EZEIZA,EZEIZA
2,133,133,BUENOS AIRES,ITUZAINGO,ITUZAINGO
2,134,134,BUENOS AIRES,HURLINGHAM,HURLINGHAM
2,135,135,BUENOS AIRES,LEZAMA,LEZAMA
3,1,35,CATAMARCA,SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL
3,2,6,CATAMARCA,CAPAYAN,CAPAYAN
3,2,12,CATAMARCA,HUILLAPIMA,CAPAYAN
3,3,13,CATAMARCA,ICAñO,LA PAZ
3,3,23,CATAMARCA,RECREO,LA PAZ
3,4,2,CATAMARCA,ANCASTI,ANCASTI
3,5,8,CATAMARCA,EL ALTO,EL ALTO
3,5,31,CATAMARCA,TAPSO,EL ALTO
3,6,29,CATAMARCA,SANTA ROSA,SANTA ROSA
3,6,37,CATAMARCA,LOS ALTOS,SANTA ROSA
3,7,18,CATAMARCA,PACLIN,PACLIN
3,8,33,CATAMARCA,VALLE VIEJO,VALLE VIEJO
3,9,10,CATAMARCA,FRAY MAMERTO ESQUIU,FRAY MAMERTO ESQUIU
3,10,14,CATAMARCA,LA PUERTA,AMBATO
3,10,15,CATAMARCA,LAS JUNTAS,AMBATO
3,10,17,CATAMARCA,LOS VARELA,AMBATO
3,10,24,CATAMARCA,EL RODEO,AMBATO
3,11,19,CATAMARCA,POMAN,POMAN
3,11,30,CATAMARCA,SAUJIL,POMAN
3,11,36,CATAMARCA,MUTQUIN,POMAN
3,12,1,CATAMARCA,ACONQUIJA,ANDALGALA
3,12,3,CATAMARCA,ANDALGALA,ANDALGALA
3,13,5,CATAMARCA,BELEN,BELEN
3,13,7,CATAMARCA,CORRAL QUEMADO,BELEN
3,13,11,CATAMARCA,HUALFIN,BELEN
3,13,16,CATAMARCA,LONDRES,BELEN
3,13,20,CATAMARCA,POZO DE LA PIEDRA,BELEN
3,13,21,CATAMARCA,PUERTA DE CORRAL QUEMADO,BELEN
3,13,22,CATAMARCA,LA PUERTA DE SAN JOSE,BELEN
3,13,25,CATAMARCA,SAN FERNANDO,BELEN
3,13,34,CATAMARCA,VILLA VIL,BELEN
3,14,4,CATAMARCA,ANTOFAGASTA DE LA SIERRA,ANTOFAGASTA DE LA SIERRA
3,15,9,CATAMARCA,FIAMBALA,TINOGASTA
3,15,32,CATAMARCA,TINOGASTA,TINOGASTA
3,16,27,CATAMARCA,SAN JOSE,SANTA MARIA
3,16,28,CATAMARCA,SANTA MARIA,SANTA MARIA
4,1,112,CORDOBA,CORDOBA,CAPITAL
4,2,16,CORDOBA,AMBOY,CALAMUCHITA
4,2,50,CORDOBA,PARQUE CALMAYO,CALAMUCHITA
4,2,61,CORDOBA,VILLA CAñADA DEL SAUCE,CALAMUCHITA
4,2,148,CORDOBA,EMBALSE,CALAMUCHITA
4,2,198,CORDOBA,LA CRUZ,CALAMUCHITA
4,2,200,CORDOBA,LA CUMBRECITA,CALAMUCHITA
4,2,229,CORDOBA,LAS CALERAS,CALAMUCHITA
4,2,261,CORDOBA,LOS CONDORES,CALAMUCHITA
4,2,267,CORDOBA,LOS MOLINOS,CALAMUCHITA
4,2,269,CORDOBA,LOS REARTES,CALAMUCHITA
4,2,278,CORDOBA,LUTTI,CALAMUCHITA
4,2,355,CORDOBA,RIO DE LOS SAUCES,CALAMUCHITA
4,2,373,CORDOBA,SAN AGUSTIN,CALAMUCHITA
4,2,387,CORDOBA,SAN IGNACIO,CALAMUCHITA
4,2,410,CORDOBA,SANTA ROSA DE CALAMUCHITA,CALAMUCHITA
4,2,419,CORDOBA,SEGUNDA USINA,CALAMUCHITA
4,2,449,CORDOBA,VILLA AMANCAY,CALAMUCHITA
4,2,457,CORDOBA,VILLA CIUDAD PARQUE LOS REARTES,CALAMUCHITA
4,2,464,CORDOBA,VILLA DEL DIQUE,CALAMUCHITA
4,2,472,CORDOBA,VILLA GENERAL BELGRANO,CALAMUCHITA
4,2,484,CORDOBA,VILLA QUILLINZO,CALAMUCHITA
4,2,486,CORDOBA,VILLA RUMIPAL,CALAMUCHITA
4,2,509,CORDOBA,LAS BAJADAS,CALAMUCHITA
4,2,513,CORDOBA,VILLA YACANTO,CALAMUCHITA
4,3,3,CORDOBA,AGUA DE ORO,COLON
4,3,96,CORDOBA,COLONIA CAROYA,COLON
4,3,105,CORDOBA,COLONIA TIROLESA,COLON
4,3,107,CORDOBA,COLONIA VICENTE AGüERO,COLON
4,3,142,CORDOBA,EL MANZANO,COLON
4,3,151,CORDOBA,ESTACION GENERAL PAZ,COLON
4,3,152,CORDOBA,ESTACION JUAREZ CELMAN,COLON
4,3,183,CORDOBA,JESUS MARIA,COLON
4,3,190,CORDOBA,LA CALERA,COLON
4,3,204,CORDOBA,LA GRANJA,COLON
4,3,283,CORDOBA,MALVINAS ARGENTINAS,COLON
4,3,294,CORDOBA,MENDIOLAZA,COLON
4,3,295,CORDOBA,MI GRANJA,COLON
4,3,353,CORDOBA,RIO CEBALLOS,COLON
4,3,369,CORDOBA,SALDAN,COLON
4,3,371,CORDOBA,SALSIPUEDES,COLON
4,3,433,CORDOBA,TINOCO,COLON
4,3,443,CORDOBA,UNQUILLO,COLON
4,3,448,CORDOBA,VILLA ALLENDE,COLON
4,3,455,CORDOBA,VILLA CERRO AZUL,COLON
4,4,14,CORDOBA,ALTO DE LOS QUEBRACHOS,CRUZ DEL EJE
4,4,35,CORDOBA,BAñADO DE SOTO,CRUZ DEL EJE
4,4,122,CORDOBA,CRUZ DE CAñA,CRUZ DEL EJE
4,4,123,CORDOBA,CRUZ DEL EJE,CRUZ DEL EJE
4,4,135,CORDOBA,EL BRETE,CRUZ DEL EJE
4,4,165,CORDOBA,GUANACO MUERTO,CRUZ DEL EJE
4,4,189,CORDOBA,LA BATEA,CRUZ DEL EJE
4,4,205,CORDOBA,LA HIGUERA,CRUZ DEL EJE
4,4,231,CORDOBA,LAS CAñADAS,CRUZ DEL EJE
4,4,243,CORDOBA,LAS PLAYAS,CRUZ DEL EJE
4,4,258,CORDOBA,LOS CHAñARITOS (C.E.),CRUZ DEL EJE
4,4,292,CORDOBA,MEDIA NARANJA,CRUZ DEL EJE
4,4,328,CORDOBA,PASO VIEJO,CRUZ DEL EJE
4,4,394,CORDOBA,SAN MARCOS SIERRAS,CRUZ DEL EJE
4,4,421,CORDOBA,SERREZUELA,CRUZ DEL EJE
4,4,441,CORDOBA,TUCLAME,CRUZ DEL EJE
4,4,463,CORDOBA,VILLA DE SOTO,CRUZ DEL EJE
4,4,666,CORDOBA,,CRUZ DEL EJE
4,5,43,CORDOBA,BUCHARDO,GENERAL ROCA
4,5,127,CORDOBA,DEL CAMPILLO,GENERAL ROCA
4,5,173,CORDOBA,HUINCA RENANCO,GENERAL ROCA
4,5,180,CORDOBA,ITALO,GENERAL ROCA
4,5,185,CORDOBA,JOVITA,GENERAL ROCA
4,5,289,CORDOBA,MATTALDI,GENERAL ROCA
4,5,309,CORDOBA,NICOLAS BRUZZONE,GENERAL ROCA
4,5,317,CORDOBA,ONAGOYTI,GENERAL ROCA
4,5,333,CORDOBA,PINCEN,GENERAL ROCA
4,5,349,CORDOBA,RANQUELES,GENERAL ROCA
4,5,475,CORDOBA,VILLA HUIDOBRO,GENERAL ROCA
4,5,491,CORDOBA,VILLA SARMIENTO,GENERAL ROCA
4,5,494,CORDOBA,VILLA VALERIA,GENERAL ROCA
4,5,666,CORDOBA,,GENERAL ROCA
4,6,22,CORDOBA,ARROYO ALGODON,GENERAL SAN MARTIN
4,6,23,CORDOBA,ARROYO CABRAL,GENERAL SAN MARTIN
4,6,28,CORDOBA,AUSONIA,GENERAL SAN MARTIN
4,6,155,CORDOBA,ETRURIA,GENERAL SAN MARTIN
4,6,207,CORDOBA,LA LAGUNA,GENERAL SAN MARTIN
4,6,209,CORDOBA,LA PALESTINA,GENERAL SAN MARTIN
4,6,215,CORDOBA,LA PLAYOSA,GENERAL SAN MARTIN
4,6,275,CORDOBA,LUCA,GENERAL SAN MARTIN
4,6,326,CORDOBA,PASCO,GENERAL SAN MARTIN
4,6,422,CORDOBA,SILVIO PELLICO,GENERAL SAN MARTIN
4,6,432,CORDOBA,TICINO,GENERAL SAN MARTIN
4,6,434,CORDOBA,TIO PUJIO,GENERAL SAN MARTIN
4,6,480,CORDOBA,VILLA MARIA,GENERAL SAN MARTIN
4,6,481,CORDOBA,VILLA NUEVA,GENERAL SAN MARTIN
4,6,502,CORDOBA,CHAZON,GENERAL SAN MARTIN
4,6,666,CORDOBA,,GENERAL SAN MARTIN
4,7,29,CORDOBA,AVELLANEDA,ISCHILIN
4,7,60,CORDOBA,CAñADA DE RIO PINTO,ISCHILIN
4,7,83,CORDOBA,CHUñA,ISCHILIN
4,7,111,CORDOBA,COPACABANA,ISCHILIN
4,7,126,CORDOBA,DEAN FUNES,ISCHILIN
4,7,268,CORDOBA,LOS POZOS,ISCHILIN
4,7,316,CORDOBA,OLIVARES DE SAN NICOLAS,ISCHILIN
4,7,347,CORDOBA,QUILINO,ISCHILIN
4,7,474,CORDOBA,VILLA GUTIERREZ,ISCHILIN
4,7,666,CORDOBA,,ISCHILIN
4,8,7,CORDOBA,ALEJANDRO ROCA,JUAREZ CELMAN
4,8,25,CORDOBA,ASSUNTA,JUAREZ CELMAN
4,8,37,CORDOBA,BENGOLEA,JUAREZ CELMAN
4,8,69,CORDOBA,CARNERILLO,JUAREZ CELMAN
4,8,80,CORDOBA,CHARRAS,JUAREZ CELMAN
4,8,143,CORDOBA,EL RASTREADOR,JUAREZ CELMAN
4,8,160,CORDOBA,GENERAL CABRERA,JUAREZ CELMAN
4,8,161,CORDOBA,GENERAL DEHEZA,JUAREZ CELMAN
4,8,171,CORDOBA,HUANCHILLA,JUAREZ CELMAN
4,8,193,CORDOBA,LA CARLOTA,JUAREZ CELMAN
4,8,259,CORDOBA,LOS CISNES,JUAREZ CELMAN
4,8,314,CORDOBA,OLAETA,JUAREZ CELMAN
4,8,320,CORDOBA,PACHECO DE MELO,JUAREZ CELMAN
4,8,327,CORDOBA,PASO DEL DURAZNO,JUAREZ CELMAN
4,8,351,CORDOBA,REDUCCION,JUAREZ CELMAN
4,8,406,CORDOBA,SANTA EUFEMIA,JUAREZ CELMAN
4,8,442,CORDOBA,UCACHA,JUAREZ CELMAN
4,9,8,CORDOBA,ALEJO LEDESMA,MARCOS JUAREZ
4,9,20,CORDOBA,ARIAS,MARCOS JUAREZ
4,9,51,CORDOBA,CAMILO ALDAO,MARCOS JUAREZ
4,9,67,CORDOBA,CAPITAN GENERAL BERNARDO O'HIGGINS,MARCOS JUAREZ
4,9,72,CORDOBA,CAVANAGH,MARCOS JUAREZ
4,9,93,CORDOBA,COLONIA BARGE,MARCOS JUAREZ
4,9,97,CORDOBA,COLONIA ITALIANA,MARCOS JUAREZ
4,9,115,CORDOBA,CORRAL DE BUSTOS,MARCOS JUAREZ
4,9,121,CORDOBA,CRUZ ALTA,MARCOS JUAREZ
4,9,159,CORDOBA,GENERAL BALDISSERA,MARCOS JUAREZ
4,9,164,CORDOBA,GENERAL ROCA,MARCOS JUAREZ
4,9,167,CORDOBA,GUATIMOZIN,MARCOS JUAREZ
4,9,176,CORDOBA,INRIVILLE,MARCOS JUAREZ
4,9,179,CORDOBA,ISLA VERDE,MARCOS JUAREZ
4,9,253,CORDOBA,LEONES,MARCOS JUAREZ
4,9,271,CORDOBA,LOS SURGENTES,MARCOS JUAREZ
4,9,286,CORDOBA,MARCOS JUAREZ,MARCOS JUAREZ
4,9,300,CORDOBA,MONTE BUEY,MARCOS JUAREZ
4,9,367,CORDOBA,SAIRA,MARCOS JUAREZ
4,9,368,CORDOBA,SALADILLO,MARCOS JUAREZ
4,9,470,CORDOBA,VILLA ELISA,MARCOS JUAREZ
4,10,87,CORDOBA,CIENAGA DEL CORO,MINAS
4,10,136,CORDOBA,EL CHACHO,MINAS
4,10,153,CORDOBA,ESTANCIA DE GUADALUPE,MINAS
4,10,166,CORDOBA,GUASAPAMPA,MINAS
4,10,214,CORDOBA,LA PLAYA,MINAS
4,10,380,CORDOBA,SAN CARLOS MINAS,MINAS
4,10,429,CORDOBA,TALAINI,MINAS
4,10,437,CORDOBA,TOSNO,MINAS
4,10,666,CORDOBA,,MINAS
4,11,77,CORDOBA,CHANCANI,POCHO
4,11,239,CORDOBA,LAS PALMAS,POCHO
4,11,272,CORDOBA,LOS TALARES,POCHO
4,11,370,CORDOBA,SALSACATE,POCHO
4,11,386,CORDOBA,SAN GERONIMO,POCHO
4,11,427,CORDOBA,TALA CAñADA,POCHO
4,11,462,CORDOBA,VILLA DE POCHO,POCHO
4,12,40,CORDOBA,BIALET MASSE,PUNILLA
4,12,46,CORDOBA,CABALANGO,PUNILLA
4,12,65,CORDOBA,CAPILLA DEL MONTE,PUNILLA
4,12,71,CORDOBA,CASA GRANDE,PUNILLA
4,12,79,CORDOBA,CHARBONIER,PUNILLA
4,12,119,CORDOBA,COSQUIN,PUNILLA
4,12,124,CORDOBA,CUESTA BLANCA,PUNILLA
4,12,154,CORDOBA,ESTANCIA VIEJA,PUNILLA
4,12,172,CORDOBA,HUERTA GRANDE,PUNILLA
4,12,199,CORDOBA,LA CUMBRE,PUNILLA
4,12,201,CORDOBA,LA FALDA,PUNILLA
4,12,260,CORDOBA,LOS COCOS,PUNILLA
4,12,290,CORDOBA,MAYU SUMAJ,PUNILLA
4,12,376,CORDOBA,SAN ANTONIO DE ARREDONDO,PUNILLA
4,12,382,CORDOBA,SAN ESTEBAN,PUNILLA
4,12,399,CORDOBA,SAN ROQUE,PUNILLA
4,12,408,CORDOBA,SANTA MARIA,PUNILLA
4,12,428,CORDOBA,TALA HUASI,PUNILLA
4,12,431,CORDOBA,TANTI,PUNILLA
4,12,445,CORDOBA,VALLE HERMOSO,PUNILLA
4,12,454,CORDOBA,VILLA CARLOS PAZ,PUNILLA
4,12,473,CORDOBA,VILLA GIARDINO,PUNILLA
4,12,483,CORDOBA,VILLA PARQUE SIQUIMAN,PUNILLA
4,12,490,CORDOBA,VILLA SANTA CRUZ DEL LAGO,PUNILLA
4,12,497,CORDOBA,VILLA YCHO CRUZ (ICHO CRUZ),PUNILLA
4,13,1,CORDOBA,ACHIRAS,RIO CUARTO
4,13,2,CORDOBA,ADELIA MARIA,RIO CUARTO
4,13,5,CORDOBA,ALCIRA,RIO CUARTO
4,13,39,CORDOBA,BERROTARAN,RIO CUARTO
4,13,45,CORDOBA,BULNES,RIO CUARTO
4,13,74,CORDOBA,CHAJAN,RIO CUARTO
4,13,82,CORDOBA,CHUCUL,RIO CUARTO
4,13,113,CORDOBA,CORONEL BAIGORRIA,RIO CUARTO
4,13,114,CORDOBA,CORONEL MOLDES,RIO CUARTO
4,13,147,CORDOBA,ELENA,RIO CUARTO
4,13,194,CORDOBA,"LA CAROLINA ""EL POTOSI""",RIO CUARTO
4,13,195,CORDOBA,LA CAUTIVA,RIO CUARTO
4,13,227,CORDOBA,LAS ACEQUIAS,RIO CUARTO
4,13,228,CORDOBA,LAS ALBAHACAS,RIO CUARTO
4,13,235,CORDOBA,LAS HIGUERAS,RIO CUARTO
4,13,241,CORDOBA,LAS PEñAS SUD,RIO CUARTO
4,13,249,CORDOBA,LAS VERTIENTES,RIO CUARTO
4,13,262,CORDOBA,LOS CUATRO VIENTOS,RIO CUARTO
4,13,282,CORDOBA,MALENA,RIO CUARTO
4,13,302,CORDOBA,MONTE DE LOS GAUCHOS,RIO CUARTO
4,13,354,CORDOBA,RIO CUARTO,RIO CUARTO
4,13,372,CORDOBA,SAMPACHO,RIO CUARTO
4,13,379,CORDOBA,SAN BASILIO,RIO CUARTO
4,13,425,CORDOBA,SUCO,RIO CUARTO
4,13,438,CORDOBA,TOSQUITA,RIO CUARTO
4,13,447,CORDOBA,VICUñA MACKENNA,RIO CUARTO
4,13,469,CORDOBA,VILLA EL CHACAY,RIO CUARTO
4,13,495,CORDOBA,WASHINGTON,RIO CUARTO
4,13,501,CORDOBA,ALPA CORRAL,RIO CUARTO
4,13,512,CORDOBA,SANTA CATALINA (R.C.),RIO CUARTO
4,13,666,CORDOBA,,RIO CUARTO
4,14,26,CORDOBA,ATAHONA,RIO PRIMERO
4,14,59,CORDOBA,CAñADA DE MACHADO,RIO PRIMERO
4,14,63,CORDOBA,CAPILLA DE LOS REMEDIOS,RIO PRIMERO
4,14,75,CORDOBA,CHALACEA,RIO PRIMERO
4,14,130,CORDOBA,DIEGO DE ROJAS,RIO PRIMERO
4,14,137,CORDOBA,EL CRISPIN,RIO PRIMERO
4,14,150,CORDOBA,ESQUINA,RIO PRIMERO
4,14,187,CORDOBA,KILOMETRO 658,RIO PRIMERO
4,14,212,CORDOBA,LA PARA,RIO PRIMERO
4,14,217,CORDOBA,LA PUERTA,RIO PRIMERO
4,14,218,CORDOBA,LA QUINTA,RIO PRIMERO
4,14,233,CORDOBA,LAS GRAMILIAS,RIO PRIMERO
4,14,245,CORDOBA,LAS SALADAS,RIO PRIMERO
4,14,285,CORDOBA,MAQUINISTA GALLINI,RIO PRIMERO
4,14,301,CORDOBA,MONTE CRISTO,RIO PRIMERO
4,14,312,CORDOBA,OBISPO TREJO,RIO PRIMERO
4,14,334,CORDOBA,PIQUILLIN,RIO PRIMERO
4,14,335,CORDOBA,PLAZA DE MERCEDES,RIO PRIMERO
4,14,357,CORDOBA,RIO PRIMERO,RIO PRIMERO
4,14,366,CORDOBA,SAGRADA FAMILIA,RIO PRIMERO
4,14,411,CORDOBA,SANTA ROSA DE RIO PRIMERO,RIO PRIMERO
4,14,471,CORDOBA,VILLA FONTANA,RIO PRIMERO
